User ID,Rental ID,Start Coordinates Lat,Start Coordinates Lng,End Coordinates Lat,End Coordinates Lng,Minute of Rental Start Time,Minute of Rental End Time,Membership Name
fb9c613c39c3,9cc5354a8d1a,44.04425454,-121.3237922,44.04425483,-121.3236984,2016-09-22T10:55,2016-09-22T12:10,Student Annual Membership
fb9c613c39c3,a2c7474f9f0b,44.04541103,-121.3318709,,,2016-09-19T20:07,2016-09-21T10:36,Student Annual Membership
c66aba7826e0,82ff71b43bf1,44.04431812,-121.323726,44.04299139,-121.3337004,2017-09-21T13:52,2017-09-21T13:57,Student Annual Membership
c66aba7826e0,092b9465d938,44.04295836,-121.3335905,44.04294776,-121.3336814,2017-09-19T16:05,2017-09-19T16:11,Student Annual Membership
c66aba7826e0,dc3af8757f53,44.04298221,-121.3336065,44.04303962,-121.3336572,2017-09-19T19:03,2017-09-19T20:50,Student Annual Membership
c66aba7826e0,0dabbce4e341,44.0429245,-121.3336765,44.04437478,-121.3236991,2017-09-25T10:01,2017-09-25T10:53,Student Annual Membership
c66aba7826e0,08ed8337a95b,44.04293938,-121.3336159,44.04299495,-121.3336884,2017-09-19T11:05,2017-09-19T11:47,Student Annual Membership
0e60bdb05b10,d0af4f34f6ac,44.0506228,-121.3085065,44.0506384,-121.308536,2017-08-10T21:27,2017-08-10T23:11,Hourly Membership
c76789a41454,0d5be14434b3,44.05872544,-121.3159374,44.05882945,-121.3162921,2018-03-19T16:18,2018-03-19T20:36,Hourly Membership
4ffeb2180e0f,e3499b5f5acd,44.0489856,-121.3255789,44.04895,-121.3256086,2018-01-20T15:42,2018-01-20T16:30,Hourly Membership
2e9ce552825e,28ca1dc25218,44.04901952,-121.3255799,,,2017-07-22T17:29,2017-07-22T17:30,Hourly Membership
2e9ce552825e,7d7072275616,44.04894991,-121.325613,44.04897912,-121.3255383,2017-07-22T15:03,2017-07-22T17:22,Hourly Membership
c9dcd74cfeeb,b4ee506befe9,44.0431377,-121.3337938,44.04917493,-121.3252359,2016-09-27T14:58,2016-09-27T15:06,Student Annual Membership
c9dcd74cfeeb,52ec4a2d1e68,44.04303271,-121.3337938,44.04814622,-121.3250159,2016-10-04T14:57,2016-10-04T15:06,Student Annual Membership
c9dcd74cfeeb,eddbfa684288,44.04896546,-121.3256544,44.04254718,-121.3328463,2016-09-29T12:49,2016-09-29T12:58,Student Annual Membership
c9dcd74cfeeb,8e419064c003,44.04312076,-121.333694,44.04908126,-121.325526,2016-09-29T19:06,2016-09-29T19:13,Student Annual Membership
f20c268e38ae,95b4aeb9976a,44.05745855,-121.3138414,44.05736015,-121.3137612,2017-08-09T15:32,2017-08-09T15:33,Annual Membership
f20c268e38ae,94e26eb5fcc0,44.04356131,-121.3155186,44.04356131,-121.3155186,2017-06-23T17:52,2017-06-23T17:59,Annual Membership
f20c268e38ae,299627d377af,44.0580488,-121.3009324,44.05800962,-121.3009129,2017-09-17T14:27,2017-09-17T14:28,Annual Membership
f20c268e38ae,f00a5c772209,44.05753577,-121.3139702,44.05753577,-121.3139702,2017-07-10T16:53,2017-07-10T16:55,Annual Membership
f20c268e38ae,3fbe64a63dc2,44.05746324,-121.3137847,44.05757718,-121.3139416,2017-08-30T16:36,2017-08-30T16:42,Annual Membership
f20c268e38ae,c2a2f99d08e4,44.05739583,-121.3139555,44.05739583,-121.3139555,2017-06-23T17:35,2017-06-23T17:48,Annual Membership
2719f194e007,d269356cc2b5,44.05752395,-121.3140456,44.05749185,-121.3139121,2017-10-04T21:04,2017-10-04T21:58,Hourly Membership
2719f194e007,32f10186a894,44.05755305,-121.3138606,44.05747962,-121.3139828,2017-09-28T20:36,2017-09-28T21:44,Hourly Membership
75a586fcbcd0,860a37d7209b,44.04880663,-121.3256676,44.04864263,-121.3259011,2018-01-20T15:44,2018-01-20T16:31,Hourly Membership
75a586fcbcd0,cfc752db2d5c,44.05879245,-121.3165437,44.05759878,-121.3139884,2018-02-07T15:00,2018-02-07T16:29,Hourly Membership
5c0a28efa77d,2fc3435c29dd,44.04375631,-121.315792,44.04368825,-121.3157852,2018-03-18T14:53,2018-03-18T15:35,Hourly Membership
de80f3cacc46,3e1cf3ddb323,44.04358482,-121.3159094,44.04372162,-121.3158027,2017-09-16T14:38,2017-09-16T16:16,Hourly Membership
ed8766fe2934,e612b10e3227,44.05764048,-121.3139969,44.05759884,-121.3140146,2017-10-29T18:34,2017-10-29T21:28,Hourly Membership
d9d53e5d734b,,,,,,,,Hourly Membership
489c6956b438,2fa3056a1591,44.05757011,-121.3138449,44.05764437,-121.3139779,2017-07-02T22:01,2017-07-02T22:43,Hourly Membership
c04ab57235f7,219d8d740e1b,,,,,2016-09-30T15:23,2016-09-30T15:34,Student Annual Membership
c04ab57235f7,215e0afadca2,,,,,2016-09-30T19:01,2016-09-30T19:08,Student Annual Membership
62b3823af8be,651953fe4979,44.05065865,-121.3084778,44.05064712,-121.3084358,2017-09-04T21:42,2017-09-04T21:50,Hourly Membership
ded7d3039544,539ef61fa456,44.0575154,-121.3139609,,,2017-09-04T21:37,2017-09-11T13:16,Hourly Membership
1af254acaf16,14bcf63faaf6,44.04281699,-121.332909,44.0429162,-121.3336434,2017-10-11T22:51,2017-10-11T23:43,Student Annual Membership
1af254acaf16,d24ccc15875a,44.04372191,-121.3158261,44.04295404,-121.3337368,2017-09-30T23:04,2017-09-30T23:23,Student Annual Membership
1af254acaf16,09961b1ee68e,44.04299516,-121.3335221,44.04369241,-121.3158254,2017-09-30T21:34,2017-09-30T21:57,Student Annual Membership
1af254acaf16,8e7b10f6818b,44.0429276,-121.3336976,44.04287735,-121.3336167,2017-09-25T15:28,2017-09-25T16:23,Student Annual Membership
1af254acaf16,36421293a252,44.04286184,-121.3336297,,,2017-10-28T15:31,2017-10-31T21:10,Student Annual Membership
1af254acaf16,c5cb4cb5109a,,,,,2017-10-31T22:35,2017-10-31T22:36,Student Annual Membership
1af254acaf16,9065c9a9b80b,,,,,2017-10-31T22:36,2017-10-31T23:54,Student Annual Membership
1af254acaf16,4b01a0ab0558,,,,,2017-10-31T21:10,2017-10-31T21:18,Student Annual Membership
0e6fd04bf33d,3e39153c7938,44.04298757,-121.3336482,44.04296825,-121.3336665,2017-04-28T20:43,2017-04-28T21:24,Student Annual Membership
0e6fd04bf33d,11a5a8bfb9c4,44.04294273,-121.3335897,44.03949449,-121.3292192,2017-05-31T18:40,2017-05-31T21:23,Student Annual Membership
0e6fd04bf33d,ef8722140bde,44.04287073,-121.333675,44.04286826,-121.3336137,2017-05-07T19:43,2017-05-07T23:12,Student Annual Membership
0e6fd04bf33d,63ba9ef1d553,44.04287152,-121.3336793,44.04298464,-121.3337038,2017-03-29T22:34,2017-03-29T23:06,Student Annual Membership
0e6fd04bf33d,f4c3e1c0de9b,44.04280003,-121.3338891,44.04296691,-121.3335325,2017-04-19T20:44,2017-04-19T21:28,Student Annual Membership
0e6fd04bf33d,4a37094a801d,44.04295111,-121.3335723,44.04292018,-121.333551,2017-06-12T20:43,2017-06-13T02:24,Student Annual Membership
0e6fd04bf33d,1bd1242ea37a,44.04311577,-121.3337932,44.0468474,-121.3298592,2017-05-08T19:45,2017-05-08T23:00,Student Annual Membership
0e6fd04bf33d,d7553a74d3a6,44.04276,-121.3326892,44.04276,-121.3326892,2017-05-31T18:38,2017-05-31T18:39,Student Annual Membership
0e6fd04bf33d,eb555fd79598,44.04282949,-121.3336178,44.04291201,-121.3335448,2017-06-08T22:58,2017-06-09T01:22,Student Annual Membership
0e6fd04bf33d,7cac6545c367,44.04308484,-121.3340483,,,2017-06-14T21:28,2017-06-17T08:23,Student Annual Membership
0e6fd04bf33d,07cee9e359b8,44.0429079,-121.3336926,44.04305961,-121.3333629,2017-04-01T14:46,2017-04-01T18:48,Student Annual Membership
0e6fd04bf33d,18844a8d3c26,44.04300019,-121.3335605,44.04289856,-121.332976,2017-04-22T18:14,2017-04-22T19:17,Student Annual Membership
0e6fd04bf33d,b17471c91664,44.0424896,-121.3318763,44.0425901,-121.332466,2017-05-21T23:18,2017-05-22T01:20,Student Annual Membership
0e6fd04bf33d,e90e56944a3c,44.04286251,-121.3334348,44.04295815,-121.333594,2017-06-07T21:11,2017-06-08T01:25,Student Annual Membership
0e6fd04bf33d,99b1662e81eb,44.04302793,-121.3335315,44.04290912,-121.3332606,2017-04-12T00:12,2017-04-12T00:39,Student Annual Membership
0e6fd04bf33d,efe9ce0163c4,44.04301465,-121.3335341,44.0429732,-121.3336007,2017-06-13T17:13,2017-06-13T18:40,Student Annual Membership
0e6fd04bf33d,485853cbb8fb,44.04296356,-121.333731,44.04293917,-121.3336685,2017-05-20T15:45,2017-05-21T00:48,Student Annual Membership
0e6fd04bf33d,6314797b8375,44.04294545,-121.3335059,44.0431094,-121.3336768,2017-05-21T15:22,2017-05-21T17:40,Student Annual Membership
0e6fd04bf33d,66cbc75eef7c,44.04296712,-121.3335857,44.0429198,-121.3334972,2017-03-29T18:27,2017-03-29T19:32,Student Annual Membership
0e6fd04bf33d,b32f1bde2d3b,44.04307361,-121.3336059,44.04288431,-121.3332578,2017-06-13T21:48,2017-06-14T00:34,Student Annual Membership
0e6fd04bf33d,3ff8eca79e40,44.04274341,-121.3336758,44.04294298,-121.333667,2017-04-04T18:26,2017-04-04T19:31,Student Annual Membership
37d8e076ae57,199ecf58b631,44.05759393,-121.3136567,,,2017-10-28T19:05,2017-11-01T15:13,Hourly Membership
f3c583e5a8c6,198515d0d9ee,44.04425756,-121.323728,44.04390174,-121.3249596,2017-02-28T17:37,2017-02-28T17:56,Student Annual Membership
f3c583e5a8c6,a8036d8f7f85,44.04442804,-121.3236067,44.04437847,-121.3236845,2017-02-28T14:20,2017-02-28T16:09,Student Annual Membership
f3c583e5a8c6,6ee52d131ef3,44.04325454,-121.3338929,44.04437226,-121.3236887,2017-03-07T16:13,2017-03-07T16:20,Student Annual Membership
f3c583e5a8c6,a3ed7a16fa43,44.04435022,-121.323475,44.04282467,-121.3333032,2017-03-07T13:40,2017-03-07T13:47,Student Annual Membership
f3c583e5a8c6,930aa056a375,44.04436313,-121.3235773,44.04436187,-121.3237794,2017-02-28T13:00,2017-02-28T14:14,Student Annual Membership
ae5e5e4142a8,9eb321fcfce5,44.04295597,-121.3336009,44.04370041,-121.3157429,2018-02-06T17:18,2018-02-06T17:32,Student Annual Membership
ae5e5e4142a8,b46dddb48070,44.04369035,-121.3157909,44.04296729,-121.3335788,2018-02-06T19:08,2018-02-06T19:23,Student Annual Membership
ae5e5e4142a8,9ecd58507644,44.04281117,-121.3336438,44.0429882,-121.3335629,2018-02-07T19:35,2018-02-07T20:10,Student Annual Membership
8ebebe24bd40,7864aab2c915,44.0437219,-121.3157895,44.0506835,-121.3084635,2017-07-28T22:31,2017-07-28T22:51,Hourly Membership
c2f79259aa94,661560cf5907,44.04302076,-121.3336939,44.04292282,-121.3335514,2017-10-17T16:30,2017-10-17T17:29,Student Annual Membership
c2f79259aa94,d527d0d165ee,44.04299327,-121.3336278,44.04304327,-121.333739,2017-09-28T15:50,2017-09-28T16:29,Student Annual Membership
23001a0ce796,c42cef0368f4,44.0437191,-121.3158593,44.04368185,-121.3158427,2018-03-27T18:18,2018-03-27T18:21,Hourly Membership
234cfcc332a5,0effdcb4ce9d,44.04290398,-121.3335464,44.04240654,-121.3318182,2017-06-08T23:04,2017-06-09T01:35,Student Annual Membership
07e112948e25,3aa71ab34709,44.04432002,-121.3235845,44.04437788,-121.3237023,2018-03-20T04:35,2018-03-20T04:41,Student Annual Membership
07e112948e25,e22f0ca5c66a,44.04293159,-121.3335708,44.04288174,-121.333587,2017-10-25T16:35,2017-10-25T18:25,Student Annual Membership
c77bdde1fcb3,703d8233b5a0,44.05758373,-121.3140464,44.05762137,-121.3140251,2017-09-07T14:39,2017-09-07T16:29,Hourly Membership
b2f4a77d1f57,f3b194a88248,44.04430123,-121.3237231,,,2018-03-12T17:40,2018-03-30T13:52,Student Annual Membership
b2f4a77d1f57,ad3c7d2ff51d,44.04301453,-121.3337848,44.04436786,-121.3236933,2018-03-12T14:52,2018-03-12T14:58,Student Annual Membership
b2f4a77d1f57,bd6959a9a402,44.04290053,-121.3335816,44.04434561,-121.3236921,2017-10-03T12:27,2017-10-03T13:19,Student Annual Membership
b2f4a77d1f57,b864c2c72d93,44.04433383,-121.3237061,44.042996,-121.3336836,2017-10-03T15:48,2017-10-03T15:53,Student Annual Membership
4b6bc06728b8,ffa15a1b9a65,44.05748009,-121.3139094,44.05748009,-121.3139094,2017-06-25T04:10,2017-06-25T04:21,Annual Membership
4b6bc06728b8,015a140e33b5,44.057589,-121.3138115,44.057589,-121.3138115,2017-06-25T04:07,2017-06-25T04:09,Annual Membership
4b6bc06728b8,458c12afb1ff,44.05751341,-121.3137616,44.05751341,-121.3137616,2017-06-25T04:09,2017-06-25T04:09,Annual Membership
4b6bc06728b8,bdc2a208ced2,44.05767131,-121.3139394,44.05767131,-121.3139394,2017-06-25T04:05,2017-06-25T04:06,Annual Membership
4af95f29157b,9a4b039e523a,44.04369073,-121.3158022,44.04373084,-121.3157579,2017-08-05T16:35,2017-08-05T18:59,Hourly Membership
2952480b919e,f9835f3afe39,44.05062101,-121.3084914,44.0575044,-121.3139908,2017-08-30T14:06,2017-08-30T15:41,Hourly Membership
e8b401ce1032,,,,,,,,Student Annual Membership
5a3a06e9e77e,,,,,,,,Student Annual Membership
e5e6c020d7e3,2fa7014612a9,44.04899891,-121.3256199,44.04899652,-121.3256038,2017-10-18T11:06,2017-10-18T11:07,Student Annual Membership
e5e6c020d7e3,e522ac4b4f42,44.0427907,-121.3323712,44.04889505,-121.325587,2017-03-08T19:52,2017-03-08T20:08,Student Annual Membership
e5e6c020d7e3,c4b513e43978,44.04293648,-121.3336633,44.04914643,-121.3262186,2016-10-26T18:15,2016-10-26T18:22,Student Annual Membership
e5e6c020d7e3,bcaf9534b3f9,44.04284902,-121.333615,44.4341966,-121.9508086,2016-11-01T18:36,2016-11-01T19:39,Student Annual Membership
e5e6c020d7e3,f9c6523d803e,44.04811529,-121.3256316,44.04309503,-121.3338233,2016-12-01T16:34,2016-12-01T16:41,Student Annual Membership
e5e6c020d7e3,ac27b0e60952,44.04943808,-121.3267145,44.04296913,-121.3336252,2017-03-22T12:04,2017-03-22T12:13,Student Annual Membership
e5e6c020d7e3,d2a5ab666207,44.04299671,-121.3335624,,,2017-02-20T19:55,2017-02-20T20:32,Student Annual Membership
e5e6c020d7e3,0187e18fadb3,44.04326744,-121.3336354,44.04896684,-121.3255017,2017-09-25T18:00,2017-09-25T18:17,Student Annual Membership
e5e6c020d7e3,aac31434979b,44.0489645,-121.3256496,44.04298552,-121.3335682,2017-11-02T12:33,2017-11-02T12:42,Student Annual Membership
e5e6c020d7e3,432b620caef1,44.04282467,-121.333678,44.04895033,-121.3256843,2017-10-25T20:50,2017-10-25T20:57,Student Annual Membership
e5e6c020d7e3,8845f29084a0,44.04889878,-121.3259984,44.04282287,-121.3336396,2017-02-23T12:05,2017-02-23T12:14,Student Annual Membership
e5e6c020d7e3,0c9e176cb693,44.04892833,-121.3257208,44.04291687,-121.3334654,2017-03-23T11:01,2017-03-23T11:16,Student Annual Membership
e5e6c020d7e3,d6152acd2e17,44.04316423,-121.3344049,44.04290237,-121.3335731,2017-03-09T19:28,2017-03-09T19:28,Student Annual Membership
e5e6c020d7e3,450f61a0bb67,44.04291658,-121.3335492,44.04874707,-121.3257176,2016-12-07T18:49,2016-12-07T20:01,Student Annual Membership
e5e6c020d7e3,5cbbc0072950,44.0443666,-121.3235676,44.04329707,-121.3339444,2016-10-31T19:31,2016-10-31T19:36,Student Annual Membership
e5e6c020d7e3,6d12b0b7ff20,44.04900779,-121.3255265,44.04233227,-121.3340705,2017-03-21T10:54,2017-03-21T11:06,Student Annual Membership
e5e6c020d7e3,4a7249d5d32d,44.0429198,-121.3336113,44.04440135,-121.3238768,2017-03-09T19:28,2017-03-09T19:33,Student Annual Membership
e5e6c020d7e3,476cf32ac6e9,44.04895075,-121.3255783,44.04297676,-121.333598,2017-10-18T11:07,2017-10-18T11:15,Student Annual Membership
e5e6c020d7e3,7a73215e83a4,44.04301092,-121.3335683,44.0490238,-121.325813,2016-11-28T15:48,2016-11-28T15:54,Student Annual Membership
e5e6c020d7e3,e1dc776c94ec,44.04296813,-121.3336076,44.04427646,-121.3235761,2016-11-29T17:09,2016-11-29T17:14,Student Annual Membership
e5e6c020d7e3,739675da22c0,44.04826275,-121.3266263,44.04297068,-121.3334889,2017-02-24T11:51,2017-02-24T11:59,Student Annual Membership
e5e6c020d7e3,7665237b0f66,44.04295212,-121.3336267,44.04921893,-121.3247063,2017-11-02T16:04,2017-11-02T16:09,Student Annual Membership
e5e6c020d7e3,28df850a6c00,44.04896978,-121.3257137,44.04299604,-121.3335733,2017-02-13T12:23,2017-02-13T20:26,Student Annual Membership
e5e6c020d7e3,a9e8609dbc7f,44.04431431,-121.3238022,44.04298049,-121.333882,2016-11-01T13:50,2016-11-01T13:57,Student Annual Membership
e5e6c020d7e3,a196f35a9afc,44.04302462,-121.333552,44.04836439,-121.325803,2017-02-23T19:41,2017-02-23T19:48,Student Annual Membership
e5e6c020d7e3,86089776fa4a,44.04290023,-121.3336876,44.0427727,-121.3338781,2017-02-13T20:31,2017-02-13T20:32,Student Annual Membership
e5e6c020d7e3,54a178e9c2d8,44.04894698,-121.3255547,44.04288615,-121.3334517,2017-02-20T15:00,2017-02-20T15:07,Student Annual Membership
e5e6c020d7e3,a103f192c3ab,44.04291649,-121.3336973,44.04912417,-121.325807,2016-12-01T16:05,2016-12-01T16:10,Student Annual Membership
e5e6c020d7e3,cdeb8278e921,44.04309176,-121.3335645,,,2018-01-22T12:52,2018-01-25T10:46,Student Annual Membership
e5e6c020d7e3,0b8d9b25de52,44.04295826,-121.333187,44.04895138,-121.3256201,2017-02-24T19:46,2017-02-24T19:52,Student Annual Membership
e5e6c020d7e3,3b7d476566cd,44.04289487,-121.3337205,44.04290053,-121.3336861,2016-12-10T16:51,2016-12-10T16:55,Student Annual Membership
e5e6c020d7e3,51f14cb179bb,44.04325177,-121.3340893,44.04436619,-121.3235624,2016-10-31T17:57,2016-10-31T18:02,Student Annual Membership
e5e6c020d7e3,fce65a91cafe,44.04881154,-121.3260798,44.04296071,-121.333706,2016-12-01T11:36,2016-12-01T11:49,Student Annual Membership
e5e6c020d7e3,d75e60387871,44.04293443,-121.3336041,44.04295002,-121.3334481,2017-10-17T17:09,2017-10-17T18:24,Student Annual Membership
e5e6c020d7e3,2beaa9602633,44.04898382,-121.3256737,44.04330495,-121.3335976,2017-10-25T11:37,2017-10-25T11:49,Student Annual Membership
e5e6c020d7e3,65bcdddd0909,44.04302797,-121.3336203,,,2017-03-14T20:20,2017-03-14T20:27,Student Annual Membership
e5e6c020d7e3,110117aecf9d,44.04894255,-121.3255695,44.0443086,-121.3235647,2016-11-29T12:06,2016-11-29T12:12,Student Annual Membership
e5e6c020d7e3,0880e9c21e54,44.04299034,-121.3336395,44.10472757,-121.3761469,2017-03-21T19:24,2017-03-21T19:28,Student Annual Membership
e5e6c020d7e3,f7c1631a613f,44.04944436,-121.3240494,44.04304013,-121.3338541,2016-10-26T12:48,2016-10-26T13:30,Student Annual Membership
e5e6c020d7e3,e08416a19c72,44.04281247,-121.3336061,44.0489852,-121.3256892,2017-02-21T19:41,2017-02-21T19:48,Student Annual Membership
e5e6c020d7e3,b708d767ef71,44.04433857,-121.3236584,,,2016-11-29T12:36,2016-11-29T16:30,Student Annual Membership
e5e6c020d7e3,7cb0fd7f40d8,44.04284005,-121.3337998,44.04312466,-121.3332817,2017-02-13T20:27,2017-02-13T20:30,Student Annual Membership
e5e6c020d7e3,5e4a97fd497e,44.0425061,-121.3320032,44.04306653,-121.3336985,2016-10-04T13:36,2016-10-04T14:14,Student Annual Membership
e5e6c020d7e3,800734da3626,44.0429983,-121.333748,44.04896094,-121.3256384,2017-10-18T19:57,2017-10-18T20:03,Student Annual Membership
e5e6c020d7e3,d0f81329d062,44.04823184,-121.3262909,44.04900184,-121.3256023,2017-04-11T14:37,2017-04-12T10:48,Student Annual Membership
e5e6c020d7e3,6af8fd3ee014,44.04285106,-121.3331732,,,2017-03-22T19:46,2017-03-22T20:02,Student Annual Membership
e5e6c020d7e3,2e898f1296b0,44.04300874,-121.3335802,44.04297919,-121.3335412,2016-11-28T15:46,2016-11-28T15:47,Student Annual Membership
e5e6c020d7e3,887ab5d2fa5d,44.04897087,-121.3256576,44.04271136,-121.3331648,2016-12-07T11:40,2016-12-07T11:51,Student Annual Membership
e5e6c020d7e3,d7a8ed22acd6,44.04819375,-121.3250083,44.04300344,-121.3338429,2016-11-28T12:07,2016-11-28T12:16,Student Annual Membership
e5e6c020d7e3,773211e8a6e5,44.04894518,-121.3256074,,,2017-03-08T11:20,2017-03-08T11:29,Student Annual Membership
e5e6c020d7e3,dfefc3374cb0,44.0442206,-121.3241306,44.04286806,-121.3330672,2017-03-09T12:18,2017-03-09T12:26,Student Annual Membership
e5e6c020d7e3,c418cde5b569,44.04269152,-121.3339096,44.04905678,-121.3258168,2017-02-13T20:32,2017-02-13T20:38,Student Annual Membership
e5e6c020d7e3,9207c4a235fa,44.04305685,-121.3337508,,,2016-12-01T19:49,2016-12-06T12:15,Student Annual Membership
e5e6c020d7e3,41acfa6c025a,44.0489246,-121.3258637,44.04868426,-121.3258907,2017-02-24T11:49,2017-02-24T11:51,Student Annual Membership
e5e6c020d7e3,803552f4e0a4,44.04846612,-121.3266496,,,2017-03-14T11:06,2017-03-14T11:13,Student Annual Membership
e5e6c020d7e3,9c59bb5c29e8,44.04891416,-121.3256488,44.04286084,-121.3335533,2017-02-21T11:28,2017-02-21T11:36,Student Annual Membership
e5e6c020d7e3,6a95bfa6ec5f,44.04288447,-121.3337629,44.04906563,-121.3256001,2017-03-23T19:59,2017-03-23T20:05,Student Annual Membership
e5e6c020d7e3,722c46397a32,44.04431895,-121.3236807,,,2016-11-29T18:30,2016-11-30T11:39,Student Annual Membership
e5e6c020d7e3,75aaf561b35d,44.04298321,-121.3333031,44.04309686,-121.3332191,2017-10-27T11:30,2017-10-27T11:37,Student Annual Membership
fffa319ae181,a41a0ed5f86e,44.05753768,-121.3137522,44.05750893,-121.3138376,2017-08-06T17:27,2017-08-06T18:31,Hourly Membership
7a8834c47369,,,,,,,,Hourly Membership
9495b2900397,28a9f639ab07,44.04413207,-121.3248071,44.04302791,-121.3336881,2017-06-05T13:42,2017-06-05T13:50,Student Annual Membership
9495b2900397,75f701cacc46,44.04413221,-121.3235874,44.04299086,-121.3336242,2017-05-08T14:06,2017-05-08T14:13,Student Annual Membership
9495b2900397,000625c898bd,44.044253,-121.3237304,44.044253,-121.3237304,2017-05-22T12:53,2017-05-22T12:53,Student Annual Membership
9495b2900397,de6b7bcafe81,44.04291578,-121.3336795,44.04287332,-121.3336358,2018-02-08T17:21,2018-02-08T17:44,Student Annual Membership
9495b2900397,f8ecb8368899,44.04283959,-121.3334886,44.04283959,-121.3334886,2017-05-22T12:44,2017-05-22T12:52,Student Annual Membership
9495b2900397,cd117e615d89,44.04285493,-121.3337993,44.0442827,-121.3236939,2017-05-01T12:36,2017-05-01T12:47,Student Annual Membership
9495b2900397,20b5c9134af1,44.04433483,-121.323641,44.04149488,-121.332153,2017-05-22T13:58,2017-05-22T14:05,Student Annual Membership
9495b2900397,05cb6c25ba2e,44.04297178,-121.3335197,44.04411973,-121.3239438,2017-05-08T12:32,2017-05-08T12:40,Student Annual Membership
9495b2900397,bce75aadb349,44.04286859,-121.3336192,44.0442338,-121.3245652,2017-06-05T12:41,2017-06-05T12:47,Student Annual Membership
9495b2900397,b9825dcd9c1a,44.04297837,-121.3335582,44.04431937,-121.3237247,2017-04-17T12:29,2017-04-17T12:49,Student Annual Membership
9495b2900397,6cc9fc4ed7aa,44.04444302,-121.3236636,44.04286746,-121.3335594,2017-05-01T13:31,2017-05-01T13:41,Student Annual Membership
8.40E+11,f898dd66ff8e,44.04374136,-121.3157822,44.04296762,-121.3334422,2017-07-29T16:29,2017-07-29T16:42,Hourly Membership
8.40E+11,d8c36cd0a006,44.04295358,-121.3336256,44.04298514,-121.3335546,2017-07-29T23:17,2017-07-29T23:34,Hourly Membership
8.40E+11,0454828f3770,44.0429882,-121.3337016,44.0427797,-121.3362731,2017-07-28T13:26,2017-07-28T14:06,Hourly Membership
8.40E+11,c46ff388f736,44.04295291,-121.3337237,44.04431191,-121.315947,2017-07-29T15:23,2017-07-29T15:37,Hourly Membership
ce89a9d21054,618516cab743,44.0589175,-121.3163355,,,2018-03-20T13:27,2018-03-20T13:27,Hourly Membership
ce89a9d21054,918bb44dfba0,44.0588958,-121.3163546,,,2018-03-20T13:26,2018-03-20T13:27,Hourly Membership
ce89a9d21054,e18a5f13b3ad,44.0589477,-121.3162947,,,2018-03-20T13:25,2018-03-20T13:26,Hourly Membership
ce89a9d21054,a48bd4dda93f,44.0589684,-121.3163346,44.0436791,-121.3158351,2018-03-20T13:28,2018-03-20T13:58,Hourly Membership
ce89a9d21054,d3ddd3bf82d9,44.0436904,-121.3159631,44.05888376,-121.3164244,2018-03-20T14:29,2018-03-20T14:47,Hourly Membership
3931bd358888,,,,,,,,Hourly Membership
61a5fc0178fa,1ed5524cf872,44.05753097,-121.3139287,44.05757908,-121.3138172,2017-09-22T11:01,2017-09-22T11:45,Annual Membership
61a5fc0178fa,c7b90c7508e0,44.05757286,-121.3137142,44.05714092,-121.3135567,2018-02-07T15:00,2018-02-07T16:28,Annual Membership
61a5fc0178fa,abd93e7b6dd8,44.05756443,-121.3146297,44.0573969,-121.3140712,2017-06-20T20:03,2017-06-20T20:46,Annual Membership
61a5fc0178fa,45f6616e4158,44.0574943,-121.3138143,44.04826893,-121.3294798,2017-10-26T15:31,2017-10-26T16:40,Annual Membership
1502aaaea444,f7679b06862a,44.05060287,-121.308508,44.05066049,-121.3085068,2017-08-15T00:23,2017-08-15T00:46,Hourly Membership
9ecf6207b402,3209f2f40392,,,,,2016-10-12T14:54,2016-10-12T15:02,Student Annual Membership
9ecf6207b402,1103f079b7d0,,,,,2016-10-12T16:06,2016-10-12T16:11,Student Annual Membership
968c7598b461,5cf55e76827b,44.05861325,-121.3161127,,,2018-03-28T13:17,,Hourly Membership
94e2ba0d4fcb,f15be4f54411,44.05761924,-121.3139471,44.05755984,-121.313941,2017-10-22T17:18,2017-10-22T19:18,Hourly Membership
b2d31a31f20c,1a4e2793ed00,44.0489842,-121.3256362,44.05760163,-121.3139554,2017-08-12T18:46,2017-08-12T19:09,Hourly Membership
b2d31a31f20c,43430f5d6365,44.0575329,-121.3138926,44.0575329,-121.3138926,2017-08-12T19:11,2017-08-12T19:12,Hourly Membership
527515f9ebf1,9f509e3a7ade,44.0575919,-121.3139497,44.0575913,-121.313977,2017-09-07T17:29,2017-09-07T18:04,Student Annual Membership
527515f9ebf1,5c84cb4711f1,44.0576436,-121.3133556,44.0577321,-121.3136799,2017-07-19T16:44,2017-07-19T16:44,Student Annual Membership
527515f9ebf1,20e6c2992d61,44.0577072,-121.3135997,44.0576998,-121.313624,2017-07-19T16:00,2017-07-19T16:43,Student Annual Membership
527515f9ebf1,1dbd49d42dee,44.0575262,-121.3139422,44.0576764,-121.313608,2017-09-01T20:14,2017-09-01T20:50,Student Annual Membership
527515f9ebf1,520ca4383d11,44.0575905,-121.3139762,44.0575862,-121.313939,2017-09-07T18:04,2017-09-07T18:05,Student Annual Membership
b8045d9c0d9a,54404d9de164,44.0506343,-121.3079547,44.04439531,-121.3237386,2017-09-23T18:09,2017-09-23T19:51,Hourly Membership
b8045d9c0d9a,d054c831dbec,44.04434255,-121.3237974,44.05051808,-121.3079187,2017-09-23T15:41,2017-09-23T16:43,Hourly Membership
